run,seed,gen,evals,best_train,best_size,mean_size,median_size,nodes
2,4002,8,1784,0.264594,21,19.35,19,22918
2,4002,10,2180,0.256507,26,26.25,25,32609
2,4002,12,2576,0.224132,19,29.86,28,44363
2,4002,14,2972,0.224132,19,30.76,29,56711
2,4002,16,3368,0.222952,20,37.18,35,70522
2,4002,18,3764,0.21734,22,33.67,33,83870
2,4002,20,4160,0.199731,24,31.42,29,96836
2,4002,22,4556,0.199731,24,30.855,29.5,109007
2,4002,24,4952,0.194839,25,30.795,29,121052
2,4002,26,5348,0.193261,26,34.525,32,134175
2,4002,28,5744,0.193261,26,29.52,28,146588
2,4002,30,6140,0.184824,29,28.57,28,158110
2,4002,32,6536,0.184824,29,28.72,28,169551
2,4002,34,6932,0.179183,35,30.235,29,181569
2,4002,36,7328,0.173911,37,31.695,31,193952
2,4002,38,7724,0.173911,37,30.98,31,206167
2,4002,40,8120,0.173911,37,34.055,34,219133
2,4002,42,8516,0.160902,41,35.62,35.5,233238
2,4002,44,8912,0.15296,43,37.43,37.5,247811
2,4002,46,9308,0.15296,43,40.59,40,263439
2,4002,48,9704,0.150563,54,40.675,41,279310
2,4002,50,10100,0.14504,46,41.03,41,295663
2,4002,52,10496,0.141404,47,43.14,43,312588
2,4002,54,10892,0.141404,47,43.845,43,329939
2,4002,56,11288,0.141576,43,44.36,44,347431
2,4002,58,11684,0.141576,43,45.02,45,365291
2,4002,60,12080,0.13417,43,44.45,44,383008
2,4002,62,12476,0.13417,43,44.705,45,400980
2,4002,64,12872,0.132087,51,46.665,47,419186
2,4002,66,13268,0.132838,45,46.2,44,437536
2,4002,68,13664,0.133653,42,46.17,45.5,455684
2,4002,70,14060,0.132575,43,47.485,46,474294
2,4002,72,14456,0.132575,43,45.51,44,492415
2,4002,74,14852,0.131942,51,45.96,45,510396
2,4002,76,15248,0.127881,53,47.585,48,528989
2,4002,78,15644,0.130655,44,48.465,48,548046
2,4002,80,16040,0.129045,43,47.635,46,566619
2,4002,82,16436,0.128156,47,46.32,45,584967
2,4002,84,16832,0.125529,57,44.47,44,602544
2,4002,86,17228,0.124046,45,45.6,46,620533
2,4002,88,17624,0.124046,45,45.795,45,638905
2,4002,90,18020,0.123334,43,45.91,45,657087
2,4002,92,18416,0.123334,43,46.27,46,675445
2,4002,94,18812,0.123334,43,46.185,46,693807
2,4002,96,19208,0.123334,43,47.4,47,712527
2,4002,98,19604,0.123334,43,45.415,45,730953
2,4002,100,20000,0.123334,43,44.06,43.5,748950
3,4003,0,200,0.48329,9,12.525,8,2505
3,4003,2,596,0.48329,9,7.81,6,5751
3,4003,4,992,0.377019,22,11.61,11,9755
3,4003,6,1388,0.364574,29,16.04,14,15644
3,4003,8,1784,0.356981,29,17.58,17,22636
3,4003,10,2180,0.302071,19,18.405,17,29862
3,4003,12,2576,0.299138,24,22.67,20,37969
3,4003,14,2972,0.237617,31,29.01,28,48604
3,4003,16,3368,0.232534,28,32.645,33,61067
3,4003,18,3764,0.20278,48,33.465,33,74219
3,4003,20,4160,0.182565,56,33.8,34,87280
3,4003,22,4556,0.1802,47,45.2,48,104374
3,4003,24,4952,0.16015,54,46.07,48,122416
3,4003,26,5348,0.151956,49,48.585,49,141441
3,4003,28,5744,0.151956,49,48.46,51,160565
3,4003,30,6140,0.149177,51,48.505,51,179824
3,4003,32,6536,0.145253,58,44.09,49,197932
3,4003,34,6932,0.14329,53,45.715,49,215712
3,4003,36,7328,0.130355,61,47.55,49,234279
3,4003,38,7724,0.12366,66,47.225,50,252658
3,4003,40,8120,0.12366,66,51.155,52,272092
3,4003,42,8516,0.12366,66,55.335,59,293744
3,4003,44,8912,0.119891,70,58.015,61,316093
3,4003,46,9308,0.117338,77,57.955,61,339194
3,4003,48,9704,0.122969,62,57.66,61,362186
3,4003,50,10100,0.120938,77,57.25,61,384969
3,4003,52,10496,0.122633,67,57.555,61,407853
3,4003,54,10892,0.121983,84,58.775,61,431194
3,4003,56,11288,0.122379,66,56.26,61,453685
3,4003,58,11684,0.122111,63,56.245,60,476067
3,4003,60,12080,0.121503,61,56.06,60,498070
3,4003,62,12476,0.120963,66,56.54,60.5,520680
3,4003,64,12872,0.118393,66,55.83,61,542775
3,4003,66,13268,0.120919,75,56.14,60,565236
3,4003,68,13664,0.11871,65,57.09,61,587847
3,4003,70,14060,0.11871,65,57.26,60,610500
3,4003,72,14456,0.119984,65,58.51,60,633166
3,4003,74,14852,0.120862,71,55.445,60,655420
3,4003,76,15248,0.119984,65,56.965,60,677695
3,4003,78,15644,0.11871,65,57.36,60,700385
3,4003,80,16040,0.119803,69,57.63,60,723122
3,4003,82,16436,0.12029,64,55.055,59,745157
3,4003,84,16832,0.119801,65,56.44,60,767677
3,4003,86,17228,0.117834,64,56.785,60,790144
3,4003,88,17624,0.117834,64,56.02,60,812714
3,4003,90,18020,0.117461,65,60.21,62,835934
3,4003,92,18416,0.117461,65,57.615,61,858941
3,4003,94,18812,0.116629,66,58.805,62,882363
3,4003,96,19208,0.116629,66,57.91,62,905329
3,4003,98,19604,0.116629,66,58.6,61,928364
3,4003,100,20000,0.116629,66,58.09,61,951485
4,4004,0,200,0.707017,7,11.61,8,2322
4,4004,2,596,0.596925,11,4.935,3,4615
4,4004,4,992,0.398965,11,7.285,6,7095
4,4004,6,1388,0.371708,22,11.615,10,11329
4,4004,8,1784,0.308628,7,13.865,12,16540
4,4004,10,2180,0.302686,27,16.15,16,22871
4,4004,12,2576,0.286749,14,20,18.5,30367
4,4004,14,2972,0.260207,29,21.715,20.5,38563
4,4004,16,3368,0.252011,19,25.39,26,48272
4,4004,18,3764,0.250216,56,25.94,26,58515
4,4004,20,4160,0.225096,27,30.075,30.5,70394
4,4004,22,4556,0.19295,77,30.79,31,82701
4,4004,24,4952,0.196392,78,36.935,33,96886
4,4004,26,5348,0.178146,74,42.48,33,113164
4,4004,28,5744,0.176809,74,37.895,30,128256
4,4004,30,6140,0.169477,92,42.44,40,144932
4,4004,32,6536,0.168046,97,39.565,35,161462
4,4004,34,6932,0.169707,27,37.795,34,176706
4,4004,36,7328,0.168618,91,40.34,34,193059
4,4004,38,7724,0.154324,87,42.135,37,209833
4,4004,40,8120,0.151095,101,45.475,43,227647
4,4004,42,8516,0.159857,27,46.625,42.5,245970
4,4004,44,8912,0.153686,58,40.68,35,262853
4,4004,46,9308,0.159223,58,45.385,43,280524
4,4004,48,9704,0.135397,54,50.215,55,299834
4,4004,50,10100,0.12487,56,48.615,48,319411
4,4004,52,10496,0.12487,56,52.82,53,340301
4,4004,54,10892,0.116479,57,56.31,56,362196
4,4004,56,11288,0.116479,57,56.12,56,384994
4,4004,58,11684,0.116479,57,56.54,57,407414
4,4004,60,12080,0.116114,59,56.125,57,429637
4,4004,62,12476,0.116479,57,57.73,57,452495
4,4004,64,12872,0.109803,60,57.02,57,475055
4,4004,66,13268,0.109803,60,57.415,57,497893
4,4004,68,13664,0.103268,69,58.135,58,520984
4,4004,70,14060,0.106847,59,58.775,59,544367
4,4004,72,14456,0.109803,60,56.885,58,567288
4,4004,74,14852,0.11136,57,53.365,55,588792
4,4004,76,15248,0.107532,77,54.535,53,610080
4,4004,78,15644,0.109549,55,56.19,55.5,631958
4,4004,80,16040,0.109549,55,56.755,56,654320
4,4004,82,16436,0.11162,50,56.45,56,676547
4,4004,84,16832,0.108557,81,55.35,55,698574
4,4004,86,17228,0.11108,80,55.805,54,720568
4,4004,88,17624,0.11162,50,57.825,55.5,743358
4,4004,90,18020,0.11162,50,56.97,53,766361
4,4004,92,18416,0.11162,50,56.3,52,789018
4,4004,94,18812,0.11162,50,53.975,51.5,810696
4,4004,96,19208,0.11162,50,55.87,53,832897
4,4004,98,19604,0.10505,53,56.065,52,854734
4,4004,100,20000,0.10505,53,53.005,53,875838
5,4005,0,200,0.433484,8,11.995,8,2399
5,4005,2,596,0.433484,8,5.595,5,5199
5,4005,4,992,0.384355,9,6.12,6,7482
5,4005,6,1388,0.362755,14,6.37,5,9857
5,4005,8,1784,0.360797,12,9.35,9,13220
5,4005,10,2180,0.360797,12,10.825,11,17359
5,4005,12,2576,0.312431,29,12.55,12,22223
5,4005,14,2972,0.304508,32,18.245,16,28698
5,4005,16,3368,0.29584,38,28.215,28,39249
5,4005,18,3764,0.285904,44,30.26,29,50847
5,4005,20,4160,0.274946,45,32.475,30,63300
5,4005,22,4556,0.270469,51,35.37,34,76802
5,4005,24,4952,0.261326,36,38.485,38,91571
5,4005,26,5348,0.261326,36,37.485,38,106237
5,4005,28,5744,0.260156,47,38.215,38,121046
5,4005,30,6140,0.257606,62,35.365,36.5,135395
5,4005,32,6536,0.243331,48,36.025,36,149774
5,4005,34,6932,0.241779,47,37.805,38,164917
5,4005,36,7328,0.222763,52,39.095,40,180297
5,4005,38,7724,0.210902,70,43.735,46.5,197298
5,4005,40,8120,0.200638,67,46.195,49.5,215214
5,4005,42,8516,0.206246,48,47.41,50,234002
5,4005,44,8912,0.206246,48,46.43,48,252451
5,4005,46,9308,0.199183,50,44.74,48,270153
5,4005,48,9704,0.199183,50,44.125,48,287713
5,4005,50,10100,0.195969,50,47.185,50,305930
5,4005,52,10496,0.195969,50,45.345,50,323608
5,4005,54,10892,0.195969,50,47.01,50,342323
5,4005,56,11288,0.195969,50,47.305,50,361174
5,4005,58,11684,0.195969,50,48.895,50,380286
5,4005,60,12080,0.192725,50,47.35,50,399042
5,4005,62,12476,0.188496,52,47.655,50,417893
5,4005,64,12872,0.188496,52,46.785,50,436570
5,4005,66,13268,0.185961,52,46.38,50.5,455244
5,4005,68,13664,0.185961,52,48.775,52,474468
5,4005,70,14060,0.185961,52,48.86,52,494010
5,4005,72,14456,0.185961,52,49.285,52,513335
5,4005,74,14852,0.185961,52,48.645,52,532481
5,4005,76,15248,0.185961,52,47.67,52,551325
5,4005,78,15644,0.185961,52,48.93,52,570513
5,4005,80,16040,0.185961,52,47.68,52,589602
5,4005,82,16436,0.185961,52,49.915,52,608991
5,4005,84,16832,0.185961,52,49.19,52,628624
5,4005,86,17228,0.185961,52,49.215,52,648357
5,4005,88,17624,0.185961,52,47.795,52,667324
5,4005,90,18020,0.185961,52,48.445,52,686497
5,4005,92,18416,0.185213,52,47.04,52,705513
5,4005,94,18812,0.185213,52,48.05,52,724486
5,4005,96,19208,0.185213,52,49.065,52,743837
5,4005,98,19604,0.185213,52,49.845,52,763415
5,4005,100,20000,0.185213,52,48.935,52,782850
6,4006,0,200,0.433484,7,11.465,7.5,2293
6,4006,2,596,0.433484,7,5.485,4,4742
6,4006,4,992,0.384355,9,6.83,6,7382
6,4006,6,1388,0.354046,15,8.085,7,10413
6,4006,8,1784,0.328139,24,12.675,12,14966
6,4006,10,2180,0.300481,15,18.63,18.5,21650
6,4006,12,2576,0.278436,27,23.625,23,30652
6,4006,14,2972,0.259029,26,25.04,24.5,40670
6,4006,16,3368,0.255733,62,27.525,27,51631
6,4006,18,3764,0.246409,27,32.055,29,63631
6,4006,20,4160,0.245265,53,31.08,27.5,75782
6,4006,22,4556,0.244857,52,34.665,32,89117
6,4006,24,4952,0.24034,53,31.6,30,101938
6,4006,26,5348,0.241191,55,32.435,32.5,114929
6,4006,28,5744,0.233876,77,37.915,39.5,129621
6,4006,30,6140,0.22912,59,41.43,43,145574
6,4006,32,6536,0.213905,64,41.075,41.5,161614
6,4006,34,6932,0.228622,62,39.81,39.5,177459
6,4006,36,7328,0.211643,61,37.04,34.5,192501
6,4006,38,7724,0.211643,61,42.225,43.5,208497
6,4006,40,8120,0.198547,44,49.25,48,227400
6,4006,42,8516,0.198547,44,49.4,49,246178
6,4006,44,8912,0.198547,44,49.295,48,265450
6,4006,46,9308,0.194338,62,45.25,45,283736
6,4006,48,9704,0.185116,93,48.37,48,302459
6,4006,50,10100,0.198547,51,46.53,47,320948
6,4006,52,10496,0.196432,43,43.9,46,338628
6,4006,54,10892,0.150264,51,44.13,45,355909
6,4006,56,11288,0.150264,51,44.59,44.5,373345
6,4006,58,11684,0.148352,50,44.895,45,391173
6,4006,60,12080,0.140947,50,42.86,45,408126
6,4006,62,12476,0.140947,50,45.22,49,425820
6,4006,64,12872,0.140947,50,44.66,48,443729
6,4006,66,13268,0.140947,50,44.015,48,461626
6,4006,68,13664,0.140947,50,44.935,45,479520
6,4006,70,14060,0.14055,44,43.18,44,496423
6,4006,72,14456,0.137778,44,43.22,45,513204
6,4006,74,14852,0.137778,44,43.425,44,530741
6,4006,76,15248,0.137778,44,46.315,46,548736
6,4006,78,15644,0.137778,44,42,44,565746
6,4006,80,16040,0.137778,44,44.655,45,583202
6,4006,82,16436,0.137778,44,43,44,600483
6,4006,84,16832,0.137778,44,42.475,44,617484
6,4006,86,17228,0.136743,44,43.025,44,634421
6,4006,88,17624,0.136743,44,42.51,44,651331
6,4006,90,18020,0.136743,44,43.175,44,668233
6,4006,92,18416,0.136743,44,41.2,44,685148
6,4006,94,18812,0.136743,44,41.385,43,701589
6,4006,96,19208,0.136743,43,41.42,42,717914
6,4006,98,19604,0.136743,38,40.945,41,734293
6,4006,100,20000,0.136743,38,41.475,42,750543
7,4007,0,200,0.433484,4,11.875,8,2375
7,4007,2,596,0.412728,7,5.32,4,4834
7,4007,4,992,0.384355,10,5.605,5,6920
7,4007,6,1388,0.374975,12,7.3,7,9471
7,4007,8,1784,0.28948,9,10.015,10,13052
7,4007,10,2180,0.28948,9,13.67,13,18021
7,4007,12,2576,0.28948,9,16.85,16,24379
7,4007,14,2972,0.270166,32,20.715,21,32244
7,4007,16,3368,0.268994,32,25.105,24.5,42088
7,4007,18,3764,0.243051,62,28.61,28,53244
7,4007,20,4160,0.229635,45,34.6,34,66074
7,4007,22,4556,0.215093,46,40.625,43,81402
7,4007,24,4952,0.183407,47,41.68,44,98090
7,4007,26,5348,0.183407,47,41.655,42,114418
7,4007,28,5744,0.176926,63,42.795,43,131252
7,4007,30,6140,0.168658,54,44.88,46,148949
7,4007,32,6536,0.168658,54,50.01,51,168079
7,4007,34,6932,0.165983,57,48.18,51.5,187477
7,4007,36,7328,0.165737,57,47.905,49,206776
7,4007,38,7724,0.166893,59,46.72,48,225168
7,4007,40,8120,0.165369,50,46.66,48,243335
7,4007,42,8516,0.157402,55,46.52,48,261485
7,4007,44,8912,0.157085,56,47.355,49.5,280112
7,4007,46,9308,0.155187,65,48.425,50,299677
7,4007,48,9704,0.152723,55,48.85,51,319124
7,4007,50,10100,0.144994,72,48.575,51,338470
7,4007,52,10496,0.145866,50,48.17,50,357674
7,4007,54,10892,0.142966,51,49.615,51,376988
7,4007,56,11288,0.136221,56,49.005,51.5,396249
7,4007,58,11684,0.129093,60,50.135,53.5,416080
7,4007,60,12080,0.129093,58,51.57,56,436467
7,4007,62,12476,0.118568,53,53.205,56,457384
7,4007,64,12872,0.115801,61,51.405,53,477693
7,4007,66,13268,0.116777,54,51.5,53,497732
7,4007,68,13664,0.111236,61,51.255,54,518107
7,4007,70,14060,0.108584,58,52.88,54,538578
7,4007,72,14456,0.108223,53,52.59,54.5,559464
7,4007,74,14852,0.108223,53,52.48,54,580012
7,4007,76,15248,0.105675,60,51.83,54,601085
7,4007,78,15644,0.106614,56,51.24,53,621107
7,4007,80,16040,0.106621,60,51.485,53,641377
7,4007,82,16436,0.106186,63,51.375,53,661738
7,4007,84,16832,0.106105,58,50.48,52,681657
7,4007,86,17228,0.102965,54,51.455,53,702005
7,4007,88,17624,0.102138,57,52.2,53,722437
7,4007,90,18020,0.102138,57,52.825,52,743009
7,4007,92,18416,0.101922,61,50.905,52,763288
7,4007,94,18812,0.101368,56,50.565,52,783673
7,4007,96,19208,0.101368,56,51.22,52,803846
7,4007,98,19604,0.102488,51,51.33,52,824094
7,4007,100,20000,0.102407,57,52.815,53,844517
8,4008,0,200,0.433484,10,11.825,8,2365
8,4008,2,596,0.433484,22,10.08,8.5,6176
8,4008,4,992,0.384355,26,12.49,10,10822
8,4008,6,1388,0.363068,14,16.55,13,16921
8,4008,8,1784,0.337883,36,21.86,19,24827
8,4008,10,2180,0.333773,52,21.545,18,33397
8,4008,12,2576,0.328378,31,20.92,20,41793
8,4008,14,2972,0.3127,27,24.08,22,51267
8,4008,16,3368,0.305226,34,24.5,24,60795
8,4008,18,3764,0.287572,39,28.945,28.5,71832
8,4008,20,4160,0.281006,55,34.03,35,84957
8,4008,22,4556,0.283488,46,36.865,37,99299
8,4008,24,4952,0.268615,41,38.775,39,114453
8,4008,26,5348,0.268615,41,37.685,38,129546
8,4008,28,5744,0.268615,41,38.7,39.5,144951
8,4008,30,6140,0.268187,45,41.69,41.5,161287
8,4008,32,6536,0.25265,51,42.18,42,177854
8,4008,34,6932,0.254876,49,44.775,45.5,195133
8,4008,36,7328,0.249087,49,43.61,45,212767
8,4008,38,7724,0.242133,51,45.995,49,230824
8,4008,40,8120,0.22363,51,45.88,49.5,249136
8,4008,42,8516,0.22363,51,46.93,51,267776
8,4008,44,8912,0.211985,53,42.285,49,285105
8,4008,46,9308,0.212198,55,40.965,42,301624
8,4008,48,9704,0.198625,71,43.775,46.5,318789
8,4008,50,10100,0.194745,41,43.405,45,336159
8,4008,52,10496,0.194745,41,43.52,44,353566
8,4008,54,10892,0.192043,88,41.51,39,370762
8,4008,56,11288,0.187999,112,41.3,41,387197
8,4008,58,11684,0.186235,53,42.255,41.5,404004
8,4008,60,12080,0.18368,49,42.685,42,420556
8,4008,62,12476,0.152012,52,42.585,42,437193
8,4008,64,12872,0.149217,53,44.19,44,454255
8,4008,66,13268,0.149161,43,46.615,46,472711
8,4008,68,13664,0.142069,51,47.78,48,491626
8,4008,70,14060,0.138211,46,49,49,511031
8,4008,72,14456,0.138211,46,48.31,47,530101
8,4008,74,14852,0.136873,51,49.745,49,549432
8,4008,76,15248,0.136873,51,48.62,47.5,569106
8,4008,78,15644,0.136883,47,49.845,48,588653
8,4008,80,16040,0.131419,51,51.13,49.5,608399
8,4008,82,16436,0.13639,47,48.935,48,627960
8,4008,84,16832,0.137697,48,44.885,44,646208
8,4008,86,17228,0.137527,45,45.45,44,664132
8,4008,88,17624,0.129255,54,44.39,44,682179
8,4008,90,18020,0.131804,50,45.075,43,700192
8,4008,92,18416,0.130489,45,43.745,42,717799
8,4008,94,18812,0.130489,45,44.89,43,735344
8,4008,96,19208,0.130489,45,45.405,45,753071
8,4008,98,19604,0.129305,79,47.195,45,771678
8,4008,100,20000,0.126679,49,45.965,45,789986
9,4009,0,200,0.693929,26,11.54,8.5,2308
9,4009,2,596,0.519638,10,5.795,4,5196
9,4009,4,992,0.397555,14,8.97,9,8199
9,4009,6,1388,0.397555,14,13.595,12.5,13335
9,4009,8,1784,0.370947,14,16.515,15,19627
9,4009,10,2180,0.307478,47,22.265,20,27508
9,4009,12,2576,0.257847,52,34.32,33.5,39697
9,4009,14,2972,0.257847,52,44.585,46,57142
9,4009,16,3368,0.246117,49,48.915,49,76304
9,4009,18,3764,0.242459,48,52.08,51.5,96852
9,4009,20,4160,0.233837,51,51.555,51,117081
9,4009,22,4556,0.229169,120,53.24,51,138137
9,4009,24,4952,0.215151,62,52.97,52,158988
9,4009,26,5348,0.209967,62,52.545,52,179827
9,4009,28,5744,0.209967,62,56.345,55,201741
9,4009,30,6140,0.209463,55,55.275,54,223746
9,4009,32,6536,0.20682,61,56.19,55,245991
9,4009,34,6932,0.208743,55,57.16,55,268171
9,4009,36,7328,0.206831,89,56.22,55,290165
9,4009,38,7724,0.203178,104,55.635,55,312418
9,4009,40,8120,0.20141,82,57.765,56,334964
9,4009,42,8516,0.200102,47,57.75,58,357552
9,4009,44,8912,0.183489,104,58.18,57.5,380437
9,4009,46,9308,0.200102,47,58.245,57.5,403559
9,4009,48,9704,0.194102,49,56.27,54.5,425757
9,4009,50,10100,0.194102,49,54.185,52,447350
9,4009,52,10496,0.191717,75,54.11,51,468540
9,4009,54,10892,0.190543,71,54.26,53,490232
9,4009,56,11288,0.191482,116,53.315,52,511626
9,4009,58,11684,0.193165,69,53.19,52,532649
9,4009,60,12080,0.194102,49,51.43,50,553354
9,4009,62,12476,0.194102,49,55.255,55,574664
9,4009,64,12872,0.194102,49,54.315,53,596457
9,4009,66,13268,0.194102,49,54.88,53.5,618083
9,4009,68,13664,0.194102,49,52.885,53,639012
9,4009,70,14060,0.194102,49,56.24,54.5,661356
9,4009,72,14456,0.189257,53,56.82,53,683986
9,4009,74,14852,0.186446,57,55.1,52.5,705955
9,4009,76,15248,0.186446,57,54.79,53,727382
9,4009,78,15644,0.189701,50,54.11,52,748968
9,4009,80,16040,0.189701,50,53.615,53.5,770308
9,4009,82,16436,0.189701,50,54.02,53,791381
9,4009,84,16832,0.181643,73,54.685,52,813219
9,4009,86,17228,0.189701,50,52.64,50,834632
9,4009,88,17624,0.189701,50,53.115,50,855637
9,4009,90,18020,0.189701,50,50.605,50,875779
9,4009,92,18416,0.189701,50,51.635,50,896098
9,4009,94,18812,0.189701,50,52.775,52,916979
9,4009,96,19208,0.189701,50,52.975,51,937734
9,4009,98,19604,0.189701,50,52.47,51,958500
9,4009,100,20000,0.189701,50,52.585,52,979331
10,4010,0,200,0.433484,4,12.12,8,2424
10,4010,2,596,0.383973,12,8.785,6,5742
10,4010,4,992,0.380895,16,13.995,13,10961
10,4010,6,1388,0.276988,17,14.36,14,16884
10,4010,8,1784,0.276988,17,16.7,15.5,23151
10,4010,10,2180,0.262342,11,19.21,17,30659
10,4010,12,2576,0.248233,28,22.78,22,39395
10,4010,14,2972,0.237725,39,27.775,27.5,50224
10,4010,16,3368,0.195402,37,29.06,28.5,61486
10,4010,18,3764,0.195402,37,30.59,31,73393
10,4010,20,4160,0.193696,40,37.43,37.5,87729
10,4010,22,4556,0.193696,40,40.855,41,103558
10,4010,24,4952,0.182348,41,40.195,38.5,119502
10,4010,26,5348,0.144916,56,42.33,43,136326
10,4010,28,5744,0.123575,60,45.175,45,153685
10,4010,30,6140,0.112828,64,51.17,52,173423
10,4010,32,6536,0.115111,56,57.445,57,195695
10,4010,34,6932,0.115111,56,58.51,57,219091
10,4010,36,7328,0.114991,54,59.325,59,242630
10,4010,38,7724,0.114991,54,57.95,57.5,265868
10,4010,40,8120,0.114985,58,56.595,56,288078
10,4010,42,8516,0.114985,55,56.35,56,310190
